input_text,target_text,conversation_id,windex,split
EE: Hi!,other,0,0,train
"EE: Hi!
EE: I am recommending that you donate to a kids charity",hneg-,0,1,train
"EE: Hi!
EE: I am recommending that you donate to a kids charity
EE: Yeah, what do you think about St Jude's?",other,0,2,train
"EE: Hi!
EE: I am recommending that you donate to a kids charity
EE: Yeah, what do you think about St Jude's?
EE: I recommend Save the Children children's charity.",spos+,0,3,train
"EE: Hi!
EE: I am recommending that you donate to a kids charity
EE: Yeah, what do you think about St Jude's?
EE: I recommend Save the Children children's charity.
EE: That's wonderful!",hpos+,0,4,train
"EE: Hi!
EE: I am recommending that you donate to a kids charity
EE: Yeah, what do you think about St Jude's?
EE: I recommend Save the Children children's charity.
EE: That's wonderful!
EE: Do you have any specific country in mind?",other,0,5,train
"EE: Hi!
EE: I am recommending that you donate to a kids charity
EE: Yeah, what do you think about St Jude's?
EE: I recommend Save the Children children's charity.
EE: That's wonderful!
EE: Do you have any specific country in mind?
EE: No but I can tell you about the charity!",other,0,6,train
"EE: I am recommending that you donate to a kids charity
EE: Yeah, what do you think about St Jude's?
EE: I recommend Save the Children children's charity.
EE: That's wonderful!
EE: Do you have any specific country in mind?
EE: No but I can tell you about the charity!
EE: Sure!",hpos+,0,7,train
"EE: Yeah, what do you think about St Jude's?
EE: I recommend Save the Children children's charity.
EE: That's wonderful!
EE: Do you have any specific country in mind?
EE: No but I can tell you about the charity!
EE: Sure!
EE: I'd love to hear more.",hpos+,0,8,train
"EE: I recommend Save the Children children's charity.
EE: That's wonderful!
EE: Do you have any specific country in mind?
EE: No but I can tell you about the charity!
EE: Sure!
EE: I'd love to hear more.
EE: Go on...",hpos+,0,9,train
"EE: That's wonderful!
EE: Do you have any specific country in mind?
EE: No but I can tell you about the charity!
EE: Sure!
EE: I'd love to hear more.
EE: Go on...
EE: Save the Children is important because it supports protecting kids' rights to education and health and safety",spos+,0,10,train
"EE: Do you have any specific country in mind?
EE: No but I can tell you about the charity!
EE: Sure!
EE: I'd love to hear more.
EE: Go on...
EE: Save the Children is important because it supports protecting kids' rights to education and health and safety
EE: Have you ever sponsored a child?",other,0,11,train
"EE: No but I can tell you about the charity!
EE: Sure!
EE: I'd love to hear more.
EE: Go on...
EE: Save the Children is important because it supports protecting kids' rights to education and health and safety
EE: Have you ever sponsored a child?
EE: If so, how much does it take to take care of a sweet child on average?",other,0,12,train
"EE: Sure!
EE: I'd love to hear more.
EE: Go on...
EE: Save the Children is important because it supports protecting kids' rights to education and health and safety
EE: Have you ever sponsored a child?
EE: If so, how much does it take to take care of a sweet child on average?
EE: The usual cost is about $36 per child.",other,0,13,train
"EE: I'd love to hear more.
EE: Go on...
EE: Save the Children is important because it supports protecting kids' rights to education and health and safety
EE: Have you ever sponsored a child?
EE: If so, how much does it take to take care of a sweet child on average?
EE: The usual cost is about $36 per child.
EE: I have not yet through this charity, but it is my charity of choice for my next sponsored child",spos+,0,14,train
